Ingredient_Name,canonical_group_id,Primary_Function,Ingredient_Category,Origin,Regulatory_Status,Safety_Level_true,Safety_Level_pred,Safety_Level_correct,Safety_Level_confidence,Allergy_Risk_true,Allergy_Risk_pred,Allergy_Risk_correct,Allergy_Risk_confidence,Irritation_Risk_true,Irritation_Risk_pred,Irritation_Risk_correct,Irritation_Risk_confidence
Myroxylon Pereirae Resin Extract (Peru Balsam),Myroxylon Pereirae Resin Extract (Peru Balsam),Fragrance Ingredient,Botanical Extract,Natural,Restricted,Moderate Risk,Moderate Risk,True,0.9044655143885956,High,High,True,0.9367302042474744,Medium,Medium,True,0.9984860992025496
Evernia Prunastri Extract (Oakmoss),Evernia Prunastri Extract (Oakmoss),Fragrance Ingredient,Botanical Extract,Natural,Restricted,Moderate Risk,Moderate Risk,True,0.9354983904744832,High,High,True,0.8683500980127717,Medium,Medium,True,0.985921042778203
Evernia Furfuracea Extract (Treemoss),Evernia Furfuracea Extract (Treemoss),Fragrance Ingredient,Botanical Extract,Natural,Restricted,Moderate Risk,Moderate Risk,True,0.9231865981625422,High,High,True,0.9159524564855923,Medium,Medium,True,0.9916731676445608
Cinnamal (Cinnamaldehyde),Cinnamal (Cinnamaldehyde),Fragrance Ingredient,Fragrance Allergen,Naturally Derived,Restricted,Moderate Risk,High Risk,False,0.5210269362919465,High,High,True,0.7152531195746483,Medium,Medium,True,0.9699045063843914
Cinnamyl Alcohol,Cinnamyl Alcohol,Fragrance Ingredient,Fragrance Allergen,Naturally Derived,Approved,Moderate Risk,Safe,False,0.9869179995598669,High,Medium,False,0.4827249647634308,Medium,Low,False,0.9890582962385284
Isoeugenol,Isoeugenol,Fragrance Ingredient,Fragrance Allergen,Naturally Derived,Restricted,Moderate Risk,High Risk,False,0.8320913954658485,High,High,True,0.7192632851824325,Medium,Medium,True,0.8188088565638661
Amyl Cinnamal,Amyl Cinnamal,Fragrance Ingredient,Fragrance Allergen,Synthetic,Approved,Safe,Safe,True,0.6611782102471496,Medium,Medium,True,0.6673713067325308,Low,Low,True,0.8827102997705596
Amylcinnamyl Alcohol,Amylcinnamyl Alcohol,Fragrance Ingredient,Fragrance Allergen,Synthetic,Approved,Safe,Moderate Risk,False,0.6903648209034925,Medium,Medium,True,0.5340266129280917,Low,Low,True,0.9903644547417021
Alpha-Isomethyl Ionone,Alpha-Isomethyl Ionone,Fragrance Ingredient,Fragrance Allergen,Synthetic,Approved,Safe,Safe,True,0.8811680156201358,Medium,Low,False,0.7956232538462645,Low,Low,True,0.9972730424208268
Anisyl Alcohol,Anisyl Alcohol,Fragrance Ingredient,Fragrance Allergen,Synthetic,Approved,Safe,Safe,True,0.49749237451512124,Low,Medium,False,0.3758492100768491,Low,Low,True,0.6731575368217023
Benzyl Cinnamate,Benzyl Cinnamate,Fragrance Ingredient,Fragrance Allergen,Naturally Derived,Approved,Safe,Safe,True,0.7247672470081556,Medium,Medium,True,0.37060413031716194,Low,Low,True,0.8706353066596697
Benzyl Benzoate,Benzyl Benzoate,Fragrance Ingredient,Fragrance Allergen,Synthetic,Approved,Safe,Safe,True,0.8390985893491196,Medium,Medium,True,0.8230250050215572,Low,Low,True,0.9760530519341905
Lanolin Alcohol (Wool Alcohols),Lanolin Alcohol (Wool Alcohols),Emollient,Emollient,Animal Derived,Approved,Safe,Safe,True,0.998425983501852,High,Low,False,0.8441937802986237,Medium,No Risk,False,0.7775622455375184
Colophonium (Rosin),Colophonium (Rosin),Film Former,Polymer,Natural,Approved,Moderate Risk,Safe,False,0.9978195513077361,High,Low,False,0.867012168922077,Medium,No Risk,False,0.9957393947842226
p-Aminobenzoic Acid (PABA),p-Aminobenzoic Acid (PABA),UV Filter,UV Filter,Synthetic,Restricted,Moderate Risk,Safe,False,0.5621923889515212,High,Low,False,0.5935432922736558,Medium,Medium,True,0.957644148112546
Glyceryl Thioglycolate,Glyceryl Thioglycolate,Reducing Agent,Reducing Agent,Synthetic,Restricted,High Risk,Moderate Risk,False,0.9421267931664808,High,Medium,False,0.7161735214457774,High,High,True,0.92943299053374
"2-Bromo-2-Nitropropane-1,3-Diol (Bronopol)","2-Bromo-2-Nitropropane-1,3-Diol (Bronopol)",Preservative,Preservative,Synthetic,Approved,Moderate Risk,Safe,False,0.9848552914874685,Medium,Low,False,0.8351016937821198,Medium,Low,False,0.6230079408165226
Tosylamide/Epoxy Resin,Tosylamide/Epoxy Resin,Film Former,Polymer,Synthetic,Approved,Moderate Risk,Safe,False,0.9472834891376916,High,Low,False,0.9301726302582627,Medium,Low,False,0.7537343435368931
p-tert-Butylphenol Formaldehyde Resin,p-tert-Butylphenol Formaldehyde Resin,Film Former,Polymer,Synthetic,Restricted,High Risk,Moderate Risk,False,0.9927203822446621,High,High,True,0.795380470976024,Medium,Medium,True,0.9962114823226116
Propolis Extract (Bee Propolis),Propolis Extract (Bee Propolis),Skin Conditioning Agent,Botanical Extract,Natural,Approved,Safe,Safe,True,0.7092991142387682,High,Medium,False,0.5396341510200064,Medium,Low,False,0.5581623456893907
Diazolidinyl Urea/Formaldehyde Complex,Diazolidinyl Urea/Formaldehyde Complex,Preservative,Preservative,Synthetic,Approved,Moderate Risk,Safe,False,0.929416480020997,High,Medium,False,0.6163700392261189,Medium,Low,False,0.737843137015186
Cobalt Chloride (Trace Colorant),Cobalt Chloride (Trace Colorant),Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9623761420764466,High,Medium,False,0.9330185049061894,High,Medium,False,0.9905627114298213
Potassium Chloride,Potassium Chloride,Salt,Salt,Mineral,Approved,Very Safe,Safe,False,0.6763846905024969,No Risk,No Risk,True,0.5424571719195252,Low,Low,True,0.9900996804060902
Magnesium Chloride,Magnesium Chloride,Salt,Salt,Mineral,Approved,Very Safe,Very Safe,True,0.941145728474714,No Risk,No Risk,True,0.9110764896818171,Low,Low,True,0.964404717773818
Calcium Chloride,Calcium Chloride,Desiccant,Salt,Mineral,Approved,Very Safe,Very Safe,True,0.9367762681395667,No Risk,No Risk,True,0.94329447837445,Low,Low,True,0.9976064036919834
Sodium Sulfate,Sodium Sulfate,Filler,Salt,Mineral,Approved,Very Safe,Very Safe,True,0.9942955603233591,No Risk,No Risk,True,0.9937376107614585,Low,Low,True,0.9863439801917364
Zinc Sulfate,Zinc Sulfate,Skin Conditioning Agent,Mineral,Mineral,Approved,Very Safe,Very Safe,True,0.5582001047350512,No Risk,No Risk,True,0.9720553766438286,Low,Low,True,0.9746103294573889
Calcium Silicate,Calcium Silicate,Anti-Caking Agent,Mineral,Mineral,Approved,Very Safe,Very Safe,True,0.6136013262145348,No Risk,No Risk,True,0.8698390612975497,Low,Low,True,0.9469138352244704
Magnesium Silicate,Magnesium Silicate,Anti-Caking Agent,Mineral,Mineral,Approved,Very Safe,Very Safe,True,0.8020254871541674,No Risk,No Risk,True,0.9113634868239702,Low,Low,True,0.7658950277114871
Aluminum Oxide,Aluminum Oxide,Abrasive,Mineral,Mineral,Approved,Very Safe,Safe,False,0.9057156745687934,No Risk,Low,False,0.9915945082030699,Low,Low,True,0.9090367960490114
Perlite,Perlite,Exfoliant,Mineral,Mineral,Approved,Very Safe,Safe,False,0.9434436170999371,No Risk,Low,False,0.9833325279592189,Low,Low,True,0.9530336116965601
Glycine,Glycine,Buffering Agent,Amino Acid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.7124594114012219,No Risk,Low,False,0.4996134852081548,Low,Low,True,0.782087676777629
Alanine,Alanine,Skin Conditioning Agent,Amino Acid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9959376018174466,No Risk,No Risk,True,0.9629223873731226,Low,Low,True,0.992736446519091
Arginine,Arginine,pH Adjuster,Amino Acid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.6897576433070932,No Risk,No Risk,True,0.989389989904982,Low,Low,True,0.8051110993049868
Serine,Serine,Skin Conditioning Agent,Amino Acid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9952195865737753,No Risk,No Risk,True,0.9483955001236496,Low,Low,True,0.9644968249582976
Proline,Proline,Skin Conditioning Agent,Amino Acid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9857384289453196,No Risk,No Risk,True,0.8550392936306892,Low,Low,True,0.9890796789189088
Threonine,Threonine,Skin Conditioning Agent,Amino Acid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.99150136166687,No Risk,No Risk,True,0.985457702094491,Low,Low,True,0.9949013893949331
Aspartic Acid,Aspartic Acid,Skin Conditioning Agent,Amino Acid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9958621058365829,No Risk,No Risk,True,0.9792116703351926,Low,Low,True,0.9815858177335761
Ceramide 1,Ceramide 1,Skin Conditioning Agent,Lipid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9967398504166229,No Risk,No Risk,True,0.9624754710336957,Low,Low,True,0.9662651445456366
Ceramide 2,Ceramide 2,Skin Conditioning Agent,Lipid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9969160015803802,No Risk,No Risk,True,0.9800815280940506,Low,Low,True,0.9616507390361357
Ceramide 6-II,Ceramide 6-II,Skin Conditioning Agent,Lipid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.998793377264579,No Risk,No Risk,True,0.9772967203956384,Low,Low,True,0.9753493804148525
Beta-Sitosterol,Beta-Sitosterol,Skin Conditioning Agent,Lipid,Natural,Approved,Very Safe,Very Safe,True,0.6867473179683327,No Risk,Low,False,0.8111562163196356,Low,Low,True,0.6928404678484784
Inositol,Inositol,Hair Conditioning Agent,Vitamin,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9971270695703118,No Risk,Low,False,0.7698973705368114,Low,No Risk,False,0.9601840541839823
Sodium Ascorbate,Sodium Ascorbate,Antioxidant,Vitamin,Synthetic,Approved,Very Safe,Safe,False,0.5546901688842351,No Risk,Low,False,0.700574106410119,Low,Low,True,0.9885810673343444
Calcium Ascorbate,Calcium Ascorbate,Antioxidant,Vitamin,Synthetic,Approved,Very Safe,Very Safe,True,0.8644295907735584,No Risk,No Risk,True,0.6099115813133472,Low,Low,True,0.935913971349525
Zinc Gluconate,Zinc Gluconate,Skin Conditioning Agent,Mineral,Mineral,Approved,Very Safe,Very Safe,True,0.9474598333617076,No Risk,No Risk,True,0.9850104984331817,Low,Low,True,0.9824514153004892
Magnesium Aspartate,Magnesium Aspartate,Skin Conditioning Agent,Mineral,Mineral,Approved,Very Safe,Very Safe,True,0.9531314459472637,No Risk,No Risk,True,0.9886710812062148,Low,Low,True,0.9909721758735979
Potassium Sorbate (Baby Care Grade),Potassium Sorbate,Preservative,Preservative,Synthetic,Approved,Very Safe,Safe,False,0.835375120788758,No Risk,Low,False,0.9570515834559904,Low,Low,True,0.9743933890711068
Hydrogenated Starch Hydrolysate,Hydrogenated Starch Hydrolysate,Humectant,Humectant,Naturally Derived,Approved,Very Safe,Safe,False,0.8905668045936006,No Risk,Low,False,0.9779063565462272,Low,No Risk,False,0.9369513856870767
Maltodextrin,Maltodextrin,Film Former,Polysaccharide,Naturally Derived,Approved,Very Safe,Very Safe,True,0.9708622601806924,No Risk,No Risk,True,0.7999275126370418,Low,Low,True,0.9491623651614851
Pullulan,Pullulan,Film Former,Polysaccharide,Biotechnology Derived,Approved,Very Safe,Safe,False,0.8442440079501311,No Risk,Low,False,0.7878598616841136,Low,No Risk,False,0.7784198903634196
Cyclodextrin (Beta-Cyclodextrin),Cyclodextrin (Beta-Cyclodextrin),Odor Absorber,Polysaccharide,Naturally Derived,Approved,Very Safe,Safe,False,0.8136300936826742,No Risk,No Risk,True,0.5786049314332631,Low,Low,True,0.9518393777483729
Sclerotium Gum (Baby Care Grade),Sclerotium Gum,Thickener,Polysaccharide,Naturally Derived,Approved,Very Safe,Very Safe,True,0.9985372713039637,No Risk,Low,False,0.6923974106527357,Low,Low,True,0.7096304882290728
Sodium Hyaluronate (Low Molecular Weight),Sodium Hyaluronate (Low Molecular Weight),Humectant,Humectant,Biotechnology Derived,Approved,Very Safe,Safe,False,0.6113200606112822,No Risk,No Risk,True,0.6723787655539328,Low,No Risk,False,0.7100024079687537
Beta Glucan (Yeast Derived),Beta Glucan (Yeast Derived),Skin Conditioning Agent,Polysaccharide,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9976959609781272,No Risk,No Risk,True,0.9745062412126321,Low,Low,True,0.9942342013023137
Trehalose (Baby Care Grade),Trehalose,Humectant,Humectant,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9726734659543922,No Risk,No Risk,True,0.9471097442099087,Low,No Risk,False,0.639524878584103
Sodium Cocoyl Isethionate (Baby Care Grade),Sodium Cocoyl Isethionate,Surfactant,Surfactant,Naturally Derived,Approved,Very Safe,Safe,False,0.8950869595826844,Low,Low,True,0.9919049339977094,Low,Low,True,0.9360617867973005
Panthenyl Ethyl Ether,Panthenyl Ethyl Ether,Hair Conditioning Agent,Vitamin,Synthetic,Approved,Very Safe,Very Safe,True,0.8165163362165003,No Risk,Low,False,0.870597373265,Low,Low,True,0.9741361793015855
Biotinyl Tripeptide-1,Biotinyl Tripeptide-1,Hair Conditioning Agent,Peptide,Biotechnology Derived,Approved,Very Safe,Safe,False,0.6731238938249064,Low,Low,True,0.9480394035993134,Low,No Risk,False,0.7584757623943892
Copper Gluconate,Copper Gluconate,Skin Conditioning Agent,Mineral,Mineral,Approved,Very Safe,Very Safe,True,0.9804014202799317,Low,No Risk,False,0.9927531303527259,Low,Low,True,0.993791973860696
Manganese Gluconate,Manganese Gluconate,Skin Conditioning Agent,Mineral,Mineral,Approved,Very Safe,Very Safe,True,0.9784043802247763,No Risk,No Risk,True,0.9836451582585823,Low,Low,True,0.9915561301715634
Sodium Gluconate,Sodium Gluconate,Chelating Agent,Chelating Agent,Synthetic,Approved,Very Safe,Safe,False,0.9946878839234358,No Risk,Low,False,0.993852993378906,Low,Low,True,0.9914710760759619
Piperonal,Piperonal,Fragrance Ingredient,Fragrance Allergen,Synthetic,Approved,Moderate Risk,Safe,False,0.8682259333597186,Low,Medium,False,0.5335703509298928,Low,Low,True,0.9798126966200595
Diethylene Glycol Monoethyl Ether,Diethylene Glycol Monoethyl Ether,Solvent,Solvent,Synthetic,Approved,Moderate Risk,Moderate Risk,True,0.6484259490431541,Low,Low,True,0.9703370050780035,Medium,Low,False,0.6729602470329948
Ethylhexylglycerin (Deodorant Grade),Ethylhexylglycerin,Deodorant Agent,Deodorant Agent,Synthetic,Approved,Moderate Risk,Safe,False,0.9060988803990718,Low,Low,True,0.9914002585119123,Low,Low,True,0.7214386213011668
Zirconium Trichlorohydrex Gly,Zirconium Trichlorohydrex Gly,Antiperspirant Agent,Antiperspirant Agent,Mineral,Restricted,Moderate Risk,Moderate Risk,True,0.7634061835672821,Low,Medium,False,0.4954956833121327,Medium,Medium,True,0.9622231470211262
Sodium Perborate,Sodium Perborate,Bleaching Agent,Oxidizing Agent,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.6546456688855324,Low,Low,True,0.5384247427996601,Medium,Medium,True,0.8325192953587239
Sodium Cetearyl Sulfate,Sodium Cetearyl Sulfate,Emulsifier,Surfactant,Synthetic,Approved,Safe,Safe,True,0.9790289054082982,No Risk,No Risk,True,0.5128877588988948,Low,No Risk,False,0.7537261087440451
Cetearyl Olivate,Cetearyl Olivate,Emulsifier,Emulsifier,Naturally Derived,Approved,Safe,Safe,True,0.9670677832394643,No Risk,No Risk,True,0.8752243632393027,Low,No Risk,False,0.5609187999862522
Sorbitan Olivate,Sorbitan Olivate,Emulsifier,Emulsifier,Naturally Derived,Approved,Safe,Safe,True,0.9820948171330759,No Risk,No Risk,True,0.5783466668099231,Low,No Risk,False,0.6962095872245864
Polyglyceryl-6 Distearate,Polyglyceryl-6 Distearate,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9935412043595966,No Risk,Low,False,0.9873399141785612,Low,No Risk,False,0.9377123756118984
Cetyl PEG/PPG-10/1 Dimethicone (Emulsifier Grade),Cetyl PEG/PPG-10/1 Dimethicone,Emulsifier,Silicone,Synthetic,Approved,Safe,Safe,True,0.6573744351277238,No Risk,Low,False,0.80081648728341,Low,No Risk,False,0.8535175457768814
Sodium Stearoyl Glutamate,Sodium Stearoyl Glutamate,Emulsifier,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9114600118160637,No Risk,Low,False,0.9477722172313323,Low,No Risk,False,0.9974320311995061
Isoamyl Cocoate,Isoamyl Cocoate,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9959346091152492,No Risk,Low,False,0.7516986962588126,Low,No Risk,False,0.6280542168637501
Coco-Caprylate/Caprate,Coco-Caprylate/Caprate,Emollient,Emollient,Naturally Derived,Approved,Safe,Safe,True,0.9950785435323785,No Risk,Low,False,0.5735438398901438,Low,No Risk,False,0.8146527180340548
Neopentyl Glycol Diethylhexanoate,Neopentyl Glycol Diethylhexanoate,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9946264961822685,No Risk,Low,False,0.8509249602217289,Low,No Risk,False,0.9588772996575864
Dicaprylyl Ether,Dicaprylyl Ether,Emollient,Emollient,Naturally Derived,Approved,Safe,Safe,True,0.9986244501529019,No Risk,Low,False,0.5955804194423481,Low,No Risk,False,0.7970983961942816
Sodium Phosphate,Sodium Phosphate,pH Adjuster,Salt,Mineral,Approved,Very Safe,Very Safe,True,0.9963237360311924,No Risk,No Risk,True,0.9960443193663965,Low,Low,True,0.9843543719377134
Disodium Phosphate,Disodium Phosphate,pH Adjuster,Salt,Mineral,Approved,Very Safe,Very Safe,True,0.9070577696599073,No Risk,No Risk,True,0.9892321535345525,Low,Low,True,0.9705940391980373
Trisodium Phosphate,Trisodium Phosphate,pH Adjuster,Salt,Mineral,Approved,Very Safe,Very Safe,True,0.9987766191849078,No Risk,No Risk,True,0.9955296730130062,Low,Low,True,0.9990964939551034
Sodium Metasilicate,Sodium Metasilicate,pH Adjuster,Mineral,Mineral,Approved,Very Safe,Safe,False,0.7186849369256677,No Risk,No Risk,True,0.6729492774326656,Low,Low,True,0.9028390185397911
Ammonium Alum,Ammonium Alum,Astringent,Salt,Mineral,Approved,Very Safe,Very Safe,True,0.5686699587795702,No Risk,Low,False,0.5227106001060986,Low,Low,True,0.9888558529578998
Zeolite,Zeolite,Odor Absorber,Mineral,Mineral,Approved,Very Safe,Safe,False,0.8457593507234467,No Risk,Low,False,0.8172730730029009,Low,Low,True,0.9063285326996984
Sodium Aluminosilicate,Sodium Aluminosilicate,Anti-Caking Agent,Mineral,Mineral,Approved,Very Safe,Very Safe,True,0.9674651576983496,No Risk,No Risk,True,0.9778698680358698,Low,Low,True,0.9922461780732813
Nylon-6,Nylon-6,Viscosity Controlling Agent,Polymer,Synthetic,Approved,Very Safe,Safe,False,0.8541884988806459,No Risk,Low,False,0.6868936609358027,Low,Low,True,0.6595861989544065
Silica Microspheres,Silica Microspheres,Optical Diffuser,Mineral,Mineral,Approved,Very Safe,Safe,False,0.6874689380742586,No Risk,Low,False,0.9828831883995581,Low,Low,True,0.7108213632572054
Polymethyl Methacrylate (PMMA),Polymethyl Methacrylate (PMMA),Optical Diffuser,Polymer,Synthetic,Approved,Very Safe,Safe,False,0.9821901640857276,No Risk,Low,False,0.9913995432376501,Low,No Risk,False,0.8135348243202353
Calcium Phosphate,Calcium Phosphate,Abrasive,Mineral,Mineral,Approved,Very Safe,Safe,False,0.7594460968998034,No Risk,Low,False,0.8870177795129531,Low,Low,True,0.9584747640370376
Potassium Bicarbonate,Potassium Bicarbonate,pH Adjuster,Salt,Mineral,Approved,Very Safe,Very Safe,True,0.9892225714932498,No Risk,No Risk,True,0.5194609265950247,Low,Low,True,0.9741410297845069
Ammonium Bicarbonate,Ammonium Bicarbonate,pH Adjuster,Salt,Mineral,Approved,Very Safe,Very Safe,True,0.7453522885197812,No Risk,Low,False,0.6209599355181689,Low,Low,True,0.7708338529521462
Magnesium Citrate,Magnesium Citrate,Skin Conditioning Agent,Salt,Mineral,Approved,Very Safe,Very Safe,True,0.992779659499649,No Risk,No Risk,True,0.9662877538068347,Low,Low,True,0.9878171691449197
Valine,Valine,Skin Conditioning Agent,Amino Acid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9884878951549738,No Risk,No Risk,True,0.9933123912611694,Low,Low,True,0.9848447720052753
Leucine,Leucine,Skin Conditioning Agent,Amino Acid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9850710255664473,No Risk,No Risk,True,0.9858065739812704,Low,Low,True,0.9914660963482765
